date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:15:14	2442/2442	---M--	200	added ('OK')	image/gif	etag:%2259eebf07:98a%22	http://img.megastudy.net/Entinfo/2018_jiwon/bg_step.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/Entinfo/2018_jiwon/bg_step.gif	(from https://www.megastudy.net/)
00:15:14	1346/1346	---M--	200	added ('OK')	image/gif	etag:%225ec768e5:542%22	http://img.megastudy.net/Entinfo/2021_jungsi/ic_szoom.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/Entinfo/2021_jungsi/ic_szoom.gif	(from https://www.megastudy.net/)
00:15:15	1663/1663	---M--	200	added ('OK')	image/gif	etag:%225ec768cb:67f%22	http://img.megastudy.net/Entinfo/2021_jungsi/ic_szoom_on.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/Entinfo/2021_jungsi/ic_szoom_on.gif	(from https://www.megastudy.net/)
00:15:15	2469/2469	---M--	200	added ('OK')	image/gif	etag:%225805ccc8:9a5%22	https://img.megastudy.net/main/2015/bg_subjectMenu3.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/bg_subjectMenu3.gif	(from https://www.megastudy.net/)
00:15:15	3296/3296	---M--	200	added ('OK')	image/gif	etag:%2257e0c2fd:ce0%22	https://img.megastudy.net/main/2015/bg_cast_9mp_160811.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/bg_cast_9mp_160811.gif	(from https://www.megastudy.net/)
00:15:15	4698/4698	---M--	200	added ('OK')	image/gif	etag:%225642e898:125a%22	http://img.megastudy.net/main/2015/bg_tabMenu2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/bg_tabMenu2.gif	(from https://www.megastudy.net/)
00:15:15	1109/1109	---M--	200	added ('OK')	image/gif	etag:%22583cd51b:455%22	https://img.megastudy.net/main/2016/ic_bestofbest.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2016/ic_bestofbest.gif	(from https://www.megastudy.net/)
00:15:16	2902/2902	---M--	200	added ('OK')	image/gif	etag:%22562df5da:b56%22	https://img.megastudy.net/main/2015/bg_subjectMenu.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/bg_subjectMenu.gif	(from https://www.megastudy.net/)
00:15:16	1387/1387	---M--	200	added ('OK')	image/gif	etag:%22562df46e:56b%22	https://img.megastudy.net/main/2015/num_best1.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_best1.gif	(from https://www.megastudy.net/)
00:15:16	1435/1435	---M--	200	added ('OK')	image/gif	etag:%22562df47a:59b%22	https://img.megastudy.net/main/2015/num_best2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_best2.gif	(from https://www.megastudy.net/)
00:15:16	1488/1488	---M--	200	added ('OK')	image/gif	etag:%22562df48b:5d0%22	https://img.megastudy.net/main/2015/num_best3.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_best3.gif	(from https://www.megastudy.net/)
00:15:17	1439/1439	---M--	200	added ('OK')	image/gif	etag:%22562df499:59f%22	https://img.megastudy.net/main/2015/num_best4.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_best4.gif	(from https://www.megastudy.net/)
00:15:17	1467/1467	---M--	200	added ('OK')	image/gif	etag:%22562df4aa:5bb%22	https://img.megastudy.net/main/2015/num_best5.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_best5.gif	(from https://www.megastudy.net/)
00:15:17	1109/1109	---M--	200	added ('OK')	image/gif	etag:%2254dc48de:455%22	http://img.megastudy.net/teacher_v2/bbs/arr_of.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/teacher_v2/bbs/arr_of.gif	(from https://www.megastudy.net/)
00:15:17	1109/1109	---M--	200	added ('OK')	image/gif	etag:%2256386ffa:455%22	https://img.megastudy.net/main/2015/arr_on.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/arr_on.gif	(from https://www.megastudy.net/)
00:15:17	1099/1099	---M--	200	added ('OK')	image/gif	etag:%22562f07d4:44b%22	https://img.megastudy.net/main/2015/ic_russel.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/ic_russel.gif	(from https://www.megastudy.net/)
00:15:18	2247/2247	---M--	200	added ('OK')	image/jpeg	etag:%22618c9ecf:8c7%22	https://img.megastudy.net/main/2021/bg_smartzone_itm.jpg	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2021/bg_smartzone_itm.jpg	(from https://www.megastudy.net/)
00:15:18	1310/1310	---M--	200	added ('OK')	image/gif	etag:%22562f501c:51e%22	https://img.megastudy.net/main/2015/bg_smartZone.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/bg_smartZone.gif	(from https://www.megastudy.net/)
00:15:18	5179/5179	---M--	200	added ('OK')	image/jpeg	etag:%226335280c:143b%22	https://img.megastudy.net/main/2021/bg_customitem_220929.jpg	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2021/bg_customitem_220929.jpg	(from https://www.megastudy.net/)
00:15:18	1105/1105	---M--	200	added ('OK')	image/gif	etag:%22562f57f1:451%22	https://img.megastudy.net/main/2015/li_app.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/li_app.gif	(from https://www.megastudy.net/)
00:15:18	1109/1109	---M--	200	added ('OK')	image/gif	etag:%2256305637:455%22	https://img.megastudy.net/main/2015/li_megaNumOne.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/li_megaNumOne.gif	(from https://www.megastudy.net/)
00:15:19	1109/1109	---M--	200	added ('OK')	image/gif	etag:%225695aa47:455%22	https://img.megastudy.net/main/2015/ic_lyrmore.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/ic_lyrmore.gif	(from https://www.megastudy.net/)
00:15:19	1371/1371	---M--	200	added ('OK')	image/gif	etag:%22569d9cf0:55b%22	https://img.megastudy.net/main/2015/num_bestb1.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_bestb1.gif	(from https://www.megastudy.net/)
00:15:19	1412/1412	---M--	200	added ('OK')	image/gif	etag:%22569d9d0c:584%22	https://img.megastudy.net/main/2015/num_bestb2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_bestb2.gif	(from https://www.megastudy.net/)
00:15:19	1449/1449	---M--	200	added ('OK')	image/gif	etag:%22569d9d24:5a9%22	https://img.megastudy.net/main/2015/num_bestb3.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_bestb3.gif	(from https://www.megastudy.net/)
00:15:20	1411/1411	---M--	200	added ('OK')	image/gif	etag:%22569d9d36:583%22	https://img.megastudy.net/main/2015/num_bestb4.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_bestb4.gif	(from https://www.megastudy.net/)
00:15:20	1440/1440	---M--	200	added ('OK')	image/gif	etag:%22569d9d59:5a0%22	https://img.megastudy.net/main/2015/num_bestb5.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/num_bestb5.gif	(from https://www.megastudy.net/)
00:15:20	1137/1137	---M--	200	added ('OK')	image/gif	etag:%22569d9d78:471%22	https://img.megastudy.net/main/2015/btn_bobcls.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/btn_bobcls.gif	(from https://www.megastudy.net/)
00:15:20	1116/1116	---M--	200	added ('OK')	image/gif	etag:%22583be2ad:45c%22	https://img.megastudy.net/main/2016/ic_subTitle.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2016/ic_subTitle.gif	(from https://www.megastudy.net/)
00:15:20	1105/1105	---M--	200	added ('OK')	image/gif	etag:%225cb6bace:451%22	https://img.megastudy.net/main/2019/ic_bestofbest.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/ic_bestofbest.gif	(from https://www.megastudy.net/)
00:15:21	1105/1105	---M--	200	added ('OK')	image/gif	etag:%225cb6baaf:451%22	https://img.megastudy.net/main/2019/ic_bestofbest_on.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/ic_bestofbest_on.gif	(from https://www.megastudy.net/)
00:15:21	1059/1059	---M--	200	added ('OK')	image/png	etag:%225b6d2798:423%22	https://img.megastudy.net/main/2018/btn_lecturePager.png	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2018/btn_lecturePager.png	(from https://www.megastudy.net/)
00:15:21	1526/1526	---M--	200	added ('OK')	image/jpeg	etag:%225b6d2e98:5f6%22	https://img.megastudy.net/main/2018/img_lectureTit.jpg	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2018/img_lectureTit.jpg	(from https://www.megastudy.net/)
00:15:21	1106/1106	---M--	200	added ('OK')	image/gif	etag:%225b6d2ffd:452%22	https://img.megastudy.net/main/2018/ico_lec_type_off.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2018/ico_lec_type_off.gif	(from https://www.megastudy.net/)
00:15:22	1106/1106	---M--	200	added ('OK')	image/gif	etag:%225b6d300d:452%22	https://img.megastudy.net/main/2018/ico_lec_type_on.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2018/ico_lec_type_on.gif	(from https://www.megastudy.net/)
00:15:22	1106/1106	---M--	200	added ('OK')	image/gif	etag:%225b6d319b:452%22	https://img.megastudy.net/main/2018/ico_lec_type_all.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2018/ico_lec_type_all.gif	(from https://www.megastudy.net/)
00:15:22	1704/1704	---M--	200	added ('OK')	image/gif	etag:%225cb3e42c:6a8%22	https://img.megastudy.net/main/2019/ic_megaCast.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/ic_megaCast.gif	(from https://www.megastudy.net/)
00:15:22	1102/1102	---M--	200	added ('OK')	image/gif	etag:%225cb3e855:44e%22	https://img.megastudy.net/main/2019/ic_megaCast2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/ic_megaCast2.gif	(from https://www.megastudy.net/)
00:15:22	1582/1582	---M--	200	added ('OK')	image/gif	etag:%225cb3e485:62e%22	https://img.megastudy.net/main/2019/bg_mVideoAll.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/bg_mVideoAll.gif	(from https://www.megastudy.net/)
00:15:23	1380/1380	---M--	200	added ('OK')	image/gif	etag:%225cb3e4de:564%22	https://img.megastudy.net/main/2019/bg_subscribe.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/bg_subscribe.gif	(from https://www.megastudy.net/)
00:15:23	3075/3075	---M--	200	added ('OK')	image/gif	etag:%225cb3e440:c03%22	https://img.megastudy.net/main/2019/ic_youTube.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2019/ic_youTube.gif	(from https://www.megastudy.net/)
00:15:23	1203/1203	---M--	200	added ('OK')	image/gif	etag:%2264781ce0:4b3%22	https://img.megastudy.net/main/2023/ic_mirae.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_mirae.gif	(from https://www.megastudy.net/)
00:15:23	1638/1638	---M--	200	added ('OK')	image/gif	etag:%2264781c6e:666%22	https://img.megastudy.net/main/2023/ic_megaRun2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_megaRun2.gif	(from https://www.megastudy.net/)
00:15:24	2409/2409	---M--	200	added ('OK')	image/gif	etag:%2264782328:969%22	https://img.megastudy.net/main/2023/ic_mission1.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_mission1.gif	(from https://www.megastudy.net/)
00:15:24	2473/2473	---M--	200	added ('OK')	image/gif	etag:%2264782346:9a9%22	https://img.megastudy.net/main/2023/ic_mission2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_mission2.gif	(from https://www.megastudy.net/)
00:15:24	2431/2431	---M--	200	added ('OK')	image/gif	etag:%226478235a:97f%22	https://img.megastudy.net/main/2023/ic_mission3.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_mission3.gif	(from https://www.megastudy.net/)
00:15:24	2471/2471	---M--	200	added ('OK')	image/gif	etag:%226478238f:9a7%22	https://img.megastudy.net/main/2023/ic_mission4.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2023/ic_mission4.gif	(from https://www.megastudy.net/)
00:15:24	2097/2097	---M--	200	added ('OK')	image/gif	etag:%2266543fbe:831%22	https://img.megastudy.net/main/2024/ic_tit_revision.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_tit_revision.gif	(from https://www.megastudy.net/)
00:15:25	3377/3377	---M--	200	added ('OK')	image/gif	etag:%2266e28c5f:d31%22	https://img.megastudy.net/main/2024/ic_tit_review.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_tit_review.gif	(from https://www.megastudy.net/)
00:15:25	2458/2458	---M--	200	added ('OK')	image/gif	etag:%2266544ca1:99a%22	https://img.megastudy.net/main/2024/ic_tit_recom.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_tit_recom.gif	(from https://www.megastudy.net/)
00:15:25	1165/1165	---M--	200	added ('OK')	image/png	etag:%226657fa1b:48d%22	https://img.megastudy.net/main/2024/ic_update.png	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_update.png	(from https://www.megastudy.net/)
00:15:25	1467/1467	---M--	200	added ('OK')	image/png	etag:%226654326e:5bb%22	https://img.megastudy.net/main/2024/ic_more_arrow.png	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_more_arrow.png	(from https://www.megastudy.net/)
00:15:26	1328/1328	---M--	200	added ('OK')	image/gif	etag:%2266545772:530%22	https://img.megastudy.net/main/2024/btn_ban_slide_arrow.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/btn_ban_slide_arrow.gif	(from https://www.megastudy.net/)
00:15:26	4463/4463	---M--	200	added ('OK')	image/png	etag:%2266556440:116f%22	https://img.megastudy.net/main/2024/ic_edu_hot_point01.png	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_edu_hot_point01.png	(from https://www.megastudy.net/)
00:15:26	3048/3048	---M--	200	added ('OK')	image/png	etag:%2266556443:be8%22	https://img.megastudy.net/main/2024/ic_edu_hot_point02.png	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2024/ic_edu_hot_point02.png	(from https://www.megastudy.net/)
00:15:26	30319/30319	---M--	200	added ('OK')	image/jpeg	etag:%22677e099a:766f%22	https://img.megastudy.net/Main/banner/ban_20250108_exam.jpg	C:/My%20Web%20Sites/megastudy/img.megastudy.net/Main/banner/ban_20250108_exam.jpg	(from https://www.megastudy.net/)
00:15:27	138259/138259	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:26%20GMT	https://www.megastudy.net/event/2024/1114_br30721/main.asp	C:/My%20Web%20Sites/megastudy/www.megastudy.net/event/2024/1114_br30721/main.html	(from https://www.megastudy.net/)
00:15:27	121750/121750	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:26%20GMT	https://www.megastudy.net/event/2024/1206_ss30750/main.asp	C:/My%20Web%20Sites/megastudy/www.megastudy.net/event/2024/1206_ss30750/main.html	(from https://www.megastudy.net/)
00:15:27	66655/66655	---M--	200	added ('OK')	image/jpeg	etag:%2267dcc4db:1045f%22	https://img.megastudy.net/Main/banner/ban_250318_mp1.jpg	C:/My%20Web%20Sites/megastudy/img.megastudy.net/Main/banner/ban_250318_mp1.jpg	(from https://www.megastudy.net/)
00:15:28	194793/194793	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:26%20GMT	https://www.megastudy.net/tpass/2025/0225_ps31484/main.asp	C:/My%20Web%20Sites/megastudy/www.megastudy.net/tpass/2025/0225_ps31484/main.html	(from https://www.megastudy.net/)
00:15:28	191429/191429	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:28%20GMT	https://www.megastudy.net/tpass/2024/1114_ps30666/main.asp	C:/My%20Web%20Sites/megastudy/www.megastudy.net/tpass/2024/1114_ps30666/main.html	(from https://www.megastudy.net/)
00:15:28	119836/119836	---M-Z	200	added ('OK')	application/javascript	etag:%2280803487453d61:0%22	https://www.megastudy.net/common/js/tui/tui-code-snippet.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/tui/tui-code-snippet.js	(from https://www.megastudy.net/)
00:15:29	27947/27947	---M-Z	200	added ('OK')	application/javascript	etag:%2208aceb4bf79da1:0%22	https://www.megastudy.net/common/js/tui/ua-parser.min.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/tui/ua-parser.min.js	(from https://www.megastudy.net/)
00:15:29	7785/7785	---M-Z	200	added ('OK')	application/javascript	etag:%22051ad4c079da1:0%22	https://www.megastudy.net/common/js/tui/tui-app-loader.min.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/tui/tui-app-loader.min.js	(from https://www.megastudy.net/)
00:15:29	81742/81742	---M-Z	200	added ('OK')	application/javascript	etag:%220ab8c118798db1:0%22	https://www.megastudy.net/common/js/megastudy.js?version=2025-03-24	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/megastudy00b1.js	(from https://www.megastudy.net/)
00:15:30	93868/93868	---M-Z	200	added ('OK')	application/javascript	etag:%2280cf6ad766a9d91:0%22	https://www.megastudy.net/common/js/jquery/jquery-latest_header.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/jquery/jquery-latest_header.js	(from https://www.megastudy.net/)
00:15:30	10484/10484	---M-Z	200	added ('OK')	application/javascript	etag:%228057cb10e430db1:0%22	https://www.megastudy.net/common/js/login.js?dt=2025-03-24	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/login3948.js	(from https://www.megastudy.net/)
00:15:30	17727/17727	---M-Z	200	added ('OK')	application/javascript	etag:%220435d53d41d51:0%22	https://www.megastudy.net/common/js/search/akc_v2_quick.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/js/search/akc_v2_quick.js	(from https://www.megastudy.net/)
00:15:31	65221/65221	---M-Z	200	added ('OK')	application/javascript	etag:%2280ba9768da7d21:0%22	https://www.megastudy.net/Common/js/jquery/Plugins/jquery.bxslider.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/Common/js/jquery/Plugins/jquery.bxslider.js	(from https://www.megastudy.net/)
00:15:31	9533/9533	---M-Z	200	added ('OK')	application/javascript	etag:%2203358b4ddccf1:0%22	https://www.megastudy.net/Common/js/jquery/Plugins/jquery.cfSlider.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/Common/js/jquery/Plugins/jquery.cfSlider.js	(from https://www.megastudy.net/)
00:15:31	52027/52027	---M-Z	200	added ('OK')	application/javascript	etag:%22056be1bd7e1ce1:0%22	https://www.megastudy.net/Common/js/jquery/Plugins/jquery.cycle.all.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/Common/js/jquery/Plugins/jquery.cycle.all.js	(from https://www.megastudy.net/)
00:15:31	11646/11646	---M-Z	200	added ('OK')	application/javascript	etag:%2206195a8dcd4d01:0%22	https://www.megastudy.net/Common/js/jquery/Plugins/jquery.slides.min.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/Common/js/jquery/Plugins/jquery.slides.min.js	(from https://www.megastudy.net/)
00:15:32	3468/3468	---M-Z	200	added ('OK')	application/javascript	etag:%2280254526e7fecf1:0%22	https://www.megastudy.net/Common/js/jquery/Plugins/jquery.vticker_15.js	C:/My%20Web%20Sites/megastudy/www.megastudy.net/Common/js/jquery/Plugins/jquery.vticker_15.js	(from https://www.megastudy.net/)
00:15:32	1177/1177	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:31%20GMT	https://www.megastudy.net/common/data/main/search_keyword1.asp?jsoncallback=?	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/data/main/search_keyword1cfcc.html	(from https://www.megastudy.net/)
00:15:32	28/28	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:32%20GMT	https://www.megastudy.net/common/data_view/main/searchKeyword.asp?mode=test&strType=4&jsoncallback=?	C:/My%20Web%20Sites/megastudy/www.megastudy.net/common/data_view/main/searchKeyword78ea.html	(from https://www.megastudy.net/)
00:15:33	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2023%20Mar%202025%2015:15:33%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/megastudy/www.googletagmanager.com/gtm.555445.delayed	(from https://www.megastudy.net/)
00:15:33	73885/73885	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2023%20Mar%202025%2015:15:32%20GMT	https://dynamic.criteo.com/js/ld/ld.js?a=59085	C:/My%20Web%20Sites/megastudy/dynamic.criteo.com/js/ld/ld31ab.js	(from https://www.megastudy.net/)
00:15:33	113969/113969	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:33%20GMT	https://www.megastudy.net/teacher_v2/mlive/main.asp?tab_no=2	C:/My%20Web%20Sites/megastudy/www.megastudy.net/teacher_v2/mlive/main9213.html	(from https://www.megastudy.net/)
00:15:34	90999/90999	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:33%20GMT	https://www.megastudy.net/campaign/2019_study/main.asp?mOne=study1	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/2019_study/mainf9e4.html	(from https://www.megastudy.net/)
00:15:34	106489/106489	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:33%20GMT	https://www.megastudy.net/campaign/study/snote_list.asp?mOne=study3	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/study/snote_list2c89.html	(from https://www.megastudy.net/)
00:15:34	1107/1107	---M--	200	added ('OK')	image/gif	etag:%22562dddcb:453%22	https://img.megastudy.net/main/2015/ic_new2.gif	C:/My%20Web%20Sites/megastudy/img.megastudy.net/main/2015/ic_new2.gif	(from https://www.megastudy.net/)
00:15:35	96970/96970	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:34%20GMT	https://www.megastudy.net/campaign/study/qcc_list.asp?mOne=qcc_list	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/study/qcc_list3047.html	(from https://www.megastudy.net/)
00:15:35	125602/125602	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:34%20GMT	https://www.megastudy.net/campaign/2024_goal/main.asp?mOne=campaign&mTwo=intro	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/2024_goal/main8cf0.html	(from https://www.megastudy.net/)
00:15:35	127147/127147	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:34%20GMT	https://www.megastudy.net/campaign/2024_goal/main2.asp?mOne=campaign&mTwo=challenge	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/2024_goal/main2858d.html	(from https://www.megastudy.net/)
00:15:35	118777/118777	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:35%20GMT	https://www.megastudy.net/campaign/2024_goal/main3.asp?mOne=campaign&mTwo=score	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/2024_goal/main35f5a.html	(from https://www.megastudy.net/)
00:15:36	137188/137188	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:35%20GMT	https://www.megastudy.net/campaign/planner/2024/main1.asp?mOne=week&mTwo=intro	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/planner/2024/main1d376.html	(from https://www.megastudy.net/)
00:15:36	138729/138729	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:35%20GMT	https://www.megastudy.net/campaign/planner/2024/main3.asp?mOne=week&mTwo=challeng	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/planner/2024/main3a26c.html	(from https://www.megastudy.net/)
00:15:36	133709/133709	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Mar%202025%2015:15:35%20GMT	https://www.megastudy.net/campaign/planner/2024/main2.asp?mOne=week&mTwo=secret	C:/My%20Web%20Sites/megastudy/www.megastudy.net/campaign/planner/2024/main2c134.html	(from https://www.megastudy.net/)
